id,w,k,n,ll_token,u_mass,c_v,c_uci,c_npmi
-2987550159597769673,30,12,2590,-8.38252,-3.4933102799420124,0.36426455811675257,-3.9907669668253187,-0.09322771397740866
1585981525136533511,35,11,2570,-8.36946,-3.2982346495002712,0.35717179634250207,-3.529285354320191,-0.08219092587104905
2847154556067039294,36,19,2370,-8.3773,-4.038690708667493,0.3777026246491647,-4.635465913627181,-0.10924638561619242
7420696328697332404,41,24,2420,-8.37882,-3.7023239222064337,0.3907688553321124,-5.0935793737279305,-0.1252750973925009
-936427612495978839,33,5,2540,-8.40706,-2.229359026595271,0.33157694193897325,-1.6245422392318303,-0.03644832772999095
-2987562771372029671,30,6,2370,-8.40433,-2.3675048367800215,0.3595129986626875,-1.7821559828654108,-0.03633199054371089
2847177261835155684,36,13,2550,-8.37531,-3.603087168182504,0.3362005092518964,-4.098114626782091,-0.10015040659967457
6159489245517761340,40,19,2420,-8.41042,-3.8236979855785447,0.3632485492653951,-4.773630866697095,-0.11686534974654095
-7242459266197797526,44,21,2320,-8.39409,-3.632420357247075,0.38178712229034095,-4.58202308007594,-0.10739340199244438
-4720012298119400296,46,17,2440,-8.39673,-3.5050290374667545,0.36984386000796393,-4.440771552174617,-0.10655893990105773
7420720296088855551,41,13,2470,-8.37272,-3.622871998122738,0.3563929456191787,-4.3469850983694664,-0.10425799297903673
2847160867171258715,36,24,2580,-8.39686,-4.062080909537141,0.3806195678591156,-4.910021342913741,-0.11675720401194058
-2987580428381663777,30,20,2590,-8.35425,-3.713225970128522,0.35355362894776754,-4.283132102898632,-0.0985701102695707
8681885765052127720,42,19,2350,-8.38495,-3.4618182196178338,0.3970110378284399,-4.484911957276157,-0.10393345215167346
6159514464573852392,40,7,2300,-8.44824,-2.725095885524972,0.3359792369247535,-2.7175562502676365,-0.06744987135881923
5369568737159391076,38,13,2360,-8.37694,-3.0654118826236973,0.37467757572742355,-3.60912848735853,-0.07898583504867543
-5981250916536565375,45,13,2360,-8.41004,-3.1405134820127474,0.35889762147813814,-4.059991089055547,-0.10022427072801644
6630746818670515779,39,21,2480,-8.40334,-4.082978041995737,0.36846081489320837,-4.92490460363099,-0.11867194029364055
-2668930104414385410,49,24,2310,-8.40299,-3.868383327656472,0.390838122437337,-5.2138971334715345,-0.12721518673118018
-5981240830931061783,45,5,2520,-8.42466,-2.242521788133879,0.34502609443964427,-2.1729584782971343,-0.054356378237659264
-8503647435935786071,43,9,2510,-8.46432,-3.0364048587948314,0.35288660852413356,-3.262866561221887,-0.08000585103218992
7420682455854228973,41,19,2530,-8.38648,-3.744446680996519,0.37806165452873425,-4.689932908531212,-0.11259575447944022
-2197610737699952774,32,17,2480,-8.37972,-3.5994195649039957,0.34757956272618495,-3.9773061238692313,-0.0904435340651703
4108378044416919209,37,11,2490,-8.44348,-2.9171942300453626,0.36250458873202945,-3.3020444943252456,-0.0805823802615024
-1726367037968166070,31,6,2410,-8.3881,-2.6810183250446187,0.3305954199067782,-2.2735417106237277,-0.05313533648530525
8681883237625118394,42,21,2570,-8.38938,-3.6345138411619295,0.37884610097658183,-4.902725759084881,-0.120001076655443
7420719035509332698,41,14,2420,-8.40151,-3.3039132718163593,0.36559093736103765,-4.000981993007902,-0.09496480176927581
1585949990096997826,35,16,2400,-8.37278,-3.6788584242995004,0.34915536811433884,-4.303981958916074,-0.10234957148552255
-2987579171609521056,30,21,2420,-8.36159,-3.817869168372791,0.39366420442477074,-4.749886608282389,-0.11479979029270874
5369567471169380667,38,12,2410,-8.37259,-3.2179305992055514,0.3569502201349524,-3.803475941564374,-0.08452664613888759
-3458822871401890308,47,8,2330,-8.40661,-2.5307391301931905,0.3253143207104864,-2.6477222515564844,-0.06427728972701696
6630750602165978230,39,22,2310,-8.38308,-3.9538166786699054,0.38217077428389656,-5.042087484636213,-0.12166066793252527
5369578822396739184,38,5,2460,-8.38984,-2.659254610058061,0.3539564977180648,-2.3391021680523476,-0.05455551162944426
-4720011037064537451,46,22,2310,-8.40504,-3.827951769667442,0.3674918099650974,-5.313761270936636,-0.13416387239638597
6630764475069664209,39,11,2540,-8.38909,-3.0095022593502776,0.3663646794099941,-3.3374851138357657,-0.07363621399454486
-8503647436098892931,43,9,2370,-8.47437,-2.9993053414542477,0.3368563732675951,-3.325917865530963,-0.08409540321813033
1585953772823527937,35,21,2570,-8.3786,-3.812138733339796,0.3799844015864765,-4.579222675992746,-0.1063139571680257
5369553598643170564,38,17,2500,-8.386,-3.38913413972196,0.3656216916769152,-4.370859496324506,-0.10097152912292463
-7242446654423537528,44,15,2520,-8.38179,-3.568120263363228,0.38602184835554215,-4.113612181367043,-0.09865315085758705
-2668898579086698189,49,7,2460,-8.44216,-2.903620288671294,0.3405759161028606,-3.2196593526061745,-0.0827252925060756
-4720022391940829436,46,9,2500,-8.43004,-2.894287157866764,0.3264453196058185,-3.1645528444913724,-0.07764032192999468
-2197623349408970028,32,7,2480,-8.43231,-2.6678151845263574,0.3641781820893991,-2.378510047828114,-0.05691526994008043
-8503651219729501066,43,20,2400,-8.38951,-3.8430301998531164,0.38193727426937424,-4.786460601281727,-0.11688819456127394
1585981524824300379,35,11,2310,-8.36337,-3.1352283650617125,0.3506736217585837,-3.3203798395746555,-0.07404898170216238
2847183563530439381,36,10,2440,-8.3918,-2.9256212290768007,0.32911957997777486,-3.122675774384501,-0.07087286574400405
-8503638607577765192,43,14,2380,-8.3918,-3.3107204535674772,0.36178636036885825,-4.088972432384087,-0.09746074619887915
-936442742320933811,33,9,2460,-8.42847,-2.8700727227580813,0.34984821646326875,-2.904983168060026,-0.06771875229192809
-936428872842491892,33,6,2570,-8.42441,-2.33048181132352,0.3655322923295503,-2.1727259579343308,-0.05080026482139132
324779476420293501,34,24,2360,-8.37937,-4.0127296964553105,0.3993968440707172,-4.93347534804329,-0.11918627551529458
2847178523733514005,36,14,2380,-8.37928,-3.7046629376407085,0.3607888501276638,-4.327746576845304,-0.10568721396964702
324751734963214509,34,14,2370,-8.38066,-3.0389992755706516,0.3730886468624511,-3.699625261881317,-0.08437733194149165
5369556125170762062,38,23,2360,-8.37508,-3.83206867942494,0.3909118830908159,-4.601874747061847,-0.10518856542069324
-3930110712965723171,48,8,2370,-8.45795,-2.677773723059062,0.3449666218998758,-2.832414749537829,-0.06542024998706802
-4720012297844448732,46,17,2300,-8.39835,-3.5969795020566235,0.3685906942198968,-4.710135330384692,-0.1135378196584112
-3930114496885263458,48,21,2600,-8.41312,-3.8996988956835614,0.37258372813507856,-4.8427900667984645,-0.11311989850501744
-936406171361755822,33,20,2510,-8.37664,-3.4418251155558943,0.3786799980253208,-4.27325150982456,-0.09679599192782642
-7242436569053373834,44,7,2550,-8.45352,-2.4895845536862993,0.35914326076467196,-2.5757979879697506,-0.05991364868445747
8681881976696080841,42,20,2400,-8.39398,-3.7486349399403296,0.3829619238783256,-4.6839348013368225,-0.11141384680385233
1585986569458509203,35,15,2490,-8.38004,-3.711004041053841,0.35983935877627987,-4.404840627303053,-0.10735830581606373
-8503646174974127146,43,8,2460,-8.456,-2.4917334889750933,0.3545241376593418,-2.4719946686059653,-0.06152181582062824
324761823560563933,34,6,2570,-8.40786,-2.6847007389998168,0.3348405526905603,-2.2836304504768337,-0.051854503971309675
-3930101884593721704,48,15,2380,-8.40555,-3.3443416835088664,0.3789911094821759,-4.516516208143972,-0.11061518064670445
7420707684312265455,41,7,2520,-8.44285,-2.4838316026752403,0.33994867785717997,-2.4240188554903055,-0.05984229035321098
6630764475307334205,39,11,2360,-8.37239,-3.1112161756114536,0.37984926224211457,-3.601506626952019,-0.08220985195837102
-936440224344801973,33,15,2540,-8.38157,-3.50757091080083,0.370431905377108,-4.050330542770622,-0.08823814991614745
5369552341237241187,38,16,2590,-8.37304,-3.804904512542704,0.3611947541930425,-4.353900543137134,-0.10227153788207656
-5981261005343623619,45,21,2500,-8.40887,-4.420517270394173,0.36040639874136826,-5.42848336111734,-0.13931897218947709
-3458826654888032367,47,15,2480,-8.40224,-3.43617977368716,0.3633423243661404,-4.120006110393459,-0.09524433426488768
-3458819087706039429,47,21,2480,-8.40275,-3.502663266201245,0.37978858414236316,-4.857053012509803,-0.11630410166925544
-3930091790022001008,48,7,2300,-8.46492,-2.758604369857944,0.32401626961834745,-2.679348175829575,-0.06572882038115976
-4720013563545526989,46,16,2390,-8.3813,-3.8517979190911302,0.38967157462594004,-4.615754244481269,-0.1118829696530666
-1726389734359968108,31,20,2590,-8.37751,-3.799428620315603,0.36876475771513256,-4.420099652995124,-0.10401478087411634
2847182307550529980,36,9,2570,-8.44675,-3.0914678808818565,0.3225012308260335,-3.13954638248634,-0.08182877640695321
4108347775218267661,37,19,2590,-8.37038,-3.5804918413730475,0.3883459762618231,-4.365231523207527,-0.09905554162131565
-936441485064130706,33,8,2390,-8.41093,-2.5775348156119797,0.34612515592544923,-2.4334434182244067,-0.051346564631848265
-2197624606623831369,32,6,2350,-8.41375,-2.351424511525293,0.3245266664978755,-1.809093887713393,-0.041988568642693895
-936411216909363062,33,16,2370,-8.36299,-3.7766776825647383,0.36829047568891926,-4.132284372242484,-0.09443546508862033
2847145727918727235,36,20,2440,-8.38785,-3.6969913361697038,0.3975891020284258,-4.451490874290977,-0.10275436003363156
-2668912448257567172,49,10,2310,-8.40215,-2.8389025687874128,0.3482281212224937,-3.2858087127979383,-0.07122184285327962
-5981259744554391946,45,20,2470,-8.40426,-3.8316732357896095,0.3546590904608418,-4.8757249836890075,-0.11820753917541085
-2668920020491212574,49,16,2570,-8.40387,-3.552740718851908,0.3749320844027908,-4.67858720310487,-0.11543479114158946
-1726353165553800671,31,11,2580,-8.38239,-3.2152891429665433,0.35245437781279665,-3.4659883782120526,-0.08222590554070376
8681903417802342682,42,5,2490,-8.41848,-2.209631859343643,0.32744767895802274,-1.9293152854968487,-0.044537003808276354
-1726389735250065544,31,20,2330,-8.36805,-3.7057796730770876,0.37331371616988185,-4.299335250715883,-0.09626106528785369
4108347776332054505,37,19,2530,-8.3784,-3.5107634811574577,0.3891565205756758,-4.29300481605173,-0.09770814816394913
1585973957474540385,35,5,2490,-8.38428,-2.29618786485044,0.2850685480149918,-1.7193974464717605,-0.04133061141586127
324752995705844222,34,15,2500,-8.35904,-3.446941312848122,0.3724728441223105,-3.9938245429690076,-0.08757943588885557
-3930113230941855009,48,22,2550,-8.38472,-3.7018680693829342,0.3798424108545746,-4.998948892453062,-0.11865772401606636
6159515730866775541,40,8,2370,-8.43495,-2.5140294107972716,0.3821079387744326,-2.6219702539128544,-0.05513284635609696
-2197639740102380005,32,10,2590,-8.45484,-2.5413745655201385,0.3465558252353755,-2.4116883927170614,-0.0526509095355178
8681885765168632620,42,19,2370,-8.38135,-3.4600094202903957,0.3726617225592599,-4.39237909880341,-0.10376176455656616
-2197609476920041493,32,18,2390,-8.36352,-3.5981581916083902,0.38545578781684825,-4.364765508712854,-0.1034879054276741
-1726368294069240567,31,7,2480,-8.43338,-2.908747855407689,0.313848127145798,-2.771583378201521,-0.06773085734950714
-2668930104596133054,49,24,2530,-8.41133,-4.021664519906801,0.38185573873608786,-5.108619839746149,-0.12102931855532167
5369575038053121061,38,6,2590,-8.40119,-2.2091529465557103,0.36272336421642554,-2.0248226911658107,-0.046412143558567986
7420707684382168395,41,7,2460,-8.439,-2.390030809691151,0.3515483574126082,-2.0912453010052743,-0.048389030315523676
-5981242087288447060,45,6,2590,-8.43299,-2.383371381074518,0.3236896357384928,-2.586514183032983,-0.07006692664154186
-8503638607636017642,43,14,2330,-8.39003,-3.340066715445281,0.36175722344039046,-4.210612990227196,-0.1036134475386378
324779476403982815,34,24,2350,-8.36816,-3.7566767070369806,0.407358538491349,-4.6205613640869,-0.10639420386628377
-936428873366763942,33,6,2500,-8.42364,-2.3170101134988825,0.33130486913971063,-2.00149207406987,-0.04612294336583798
324751734928263039,34,14,2340,-8.37811,-3.0483795569850187,0.3700033372638661,-3.5832236696259714,-0.07965782523556604
2847178523679921751,36,14,2330,-8.38743,-3.7086813814460937,0.3668466232692129,-4.436000476689081,-0.10756102090521469
5369556125215033924,38,23,2370,-8.38314,-3.837711815828697,0.39257191632501764,-4.433929198882703,-0.09999490733348529
-4720012298233575098,46,17,2350,-8.39446,-3.5234719509566985,0.3634028811602549,-4.378915566940306,-0.10188844294731696
5369553598664141446,38,17,2550,-8.39423,-3.5218278624723127,0.37649372549781723,-4.293770086308269,-0.098135707074572
-3458812776240654818,47,16,2480,-8.39772,-3.447713629005984,0.37621958552076873,-4.555108732586615,-0.11112135395592498
-7242446654514411350,44,15,2570,-8.38676,-3.5757542739740007,0.40409148023878616,-4.299714627770098,-0.10282581908675639
-4720022391929178946,46,9,2510,-8.42336,-2.975160711996912,0.3340350933526466,-3.2356932401720817,-0.08212271625818404
-2668898579317377891,49,7,2390,-8.45821,-2.8195410382945725,0.3014123485789538,-3.279534857571634,-0.09070783956754713
-8503651219708530184,43,20,2390,-8.3933,-3.6938086869454834,0.3902303102110125,-4.670944238074315,-0.11256813574236575
1585982786338192530,35,10,2570,-8.43873,-3.084963484341025,0.34510723420221245,-3.4746265041692928,-0.08482084445669916
-3930101884763818858,48,15,2490,-8.4126,-3.284554395137045,0.38866167152665765,-4.364661488401862,-0.10536999195122784
6630746818752069209,39,21,2550,-8.39973,-3.9008009729972537,0.37465878993765245,-4.6958919166575,-0.11143581553958025
5369578822510913986,38,5,2430,-8.38606,-2.5393356845008213,0.3485746370945238,-2.176343410067659,-0.05046918618586101
-4720007253631987646,46,21,2550,-8.38509,-4.000725963986595,0.37484911514524766,-5.232954718362057,-0.13181237682474706
-8503647435868213229,43,9,2440,-8.45327,-3.286084338414549,0.3287311072391774,-3.5088814799674473,-0.08862058917720743
324763080959503016,34,7,2370,-8.41606,-2.411552797194709,0.3481069163878275,-1.8825321526625969,-0.03827470527675305
1585953772783916271,35,21,2600,-8.38333,-3.936361463492031,0.3751957867372612,-4.778950712700578,-0.11584270699993537
8681883237585506728,42,21,2600,-8.38059,-3.678024886622314,0.3942369616712365,-4.852823689694715,-0.11401287363180021
7420719035437099660,41,14,2490,-8.40989,-3.53480866456268,0.3675724119276636,-4.22431319972316,-0.10369442996518298
-7242445396896443055,44,8,2570,-8.4586,-2.538639797785752,0.32082214067126646,-2.9903457623932614,-0.08036568586173654
-2987579171672433702,30,21,2350,-8.37336,-3.934446296604386,0.38301150959013813,-4.785065764926157,-0.11313091161754997
1585949990015444396,35,16,2470,-8.36845,-3.7668594308626355,0.35732967959367046,-4.39152466220299,-0.10514021240603574
5369567471111128217,38,12,2340,-8.37741,-3.4465747754051494,0.3639958371509902,-3.744514417684267,-0.08186757467271737
-3458822870984802766,47,8,2300,-8.41016,-2.52677580946265,0.3446769634202823,-2.611976087463508,-0.06010993648450617
6630746818663525485,39,21,2490,-8.40994,-3.952774166341818,0.3811127883307546,-4.809800136245753,-0.1149774879518646
7420708940485572990,41,6,2480,-8.39373,-2.4175917534957168,0.34996172966661937,-2.257168203296347,-0.05213384171589026
-5981240832070479705,45,5,2570,-8.42468,-2.244027235391011,0.35235271120606193,-2.2104880872349755,-0.061247471766323655
-8503647435947436561,43,9,2500,-8.44615,-2.867378495703477,0.3458532978041182,-3.312048848910509,-0.08381139274432398
7420682455945102795,41,19,2480,-8.38991,-3.7725655708845305,0.367732849961648,-4.592839405499496,-0.11038783311806889
4108378044405268719,37,11,2480,-8.4471,-3.2199574531177615,0.36523717779534587,-3.4554027262633538,-0.0833376223053647
-1726367037993797148,31,6,2460,-8.40494,-3.0111046358939038,0.3344103762108755,-2.7264646338252505,-0.06853853944493271
7420720296081865257,41,13,2460,-8.37231,-3.6122287676077067,0.36502478254715104,-4.274043473515181,-0.10533801387663416
2847160866339413729,36,24,2530,-8.39067,-4.160003177725874,0.3911475133729702,-4.81448290218724,-0.1132422986909944
-2987580428328071523,30,20,2600,-8.36779,-3.782787716704213,0.3679558300074557,-4.296316424000433,-0.09861130761206995
6159514464184726026,40,7,2350,-8.44587,-2.968972654970863,0.3267547990238768,-2.8523411085792483,-0.06961790267573627
5369568737040556078,38,13,2370,-8.37244,-3.187072871942214,0.3725876355671321,-3.605504410531377,-0.07930836606352996
-5981250916510934297,45,13,2370,-8.40655,-3.2794395331184614,0.3559578806533062,-3.980628536604034,-0.09634072487726056
7420696328489953682,41,24,2490,-8.38626,-3.9004201840685746,0.39018276633752275,-4.958230667746373,-0.1198396267556795
-1726383433613034297,31,19,2550,-8.3726,-3.629105319476848,0.3681884086674589,-4.234804666577349,-0.10135058453290804
4108349031661866564,37,18,2570,-8.39098,-3.800932703731859,0.3747272012595512,-4.330170479524267,-0.10168326974546103
-2987562771183291733,30,6,2300,-8.39827,-2.367135535165193,0.35872811729878396,-1.8744454400166548,-0.04060628790331458
-936427612526270113,33,5,2550,-8.40474,-2.25269232255477,0.32079958852719087,-1.7958784393644802,-0.043128346766545436
2847177262769524982,36,13,2580,-8.38579,-3.941762784748666,0.3323372822576981,-4.435571941638084,-0.11418958301210085
-2668920020335096008,49,16,2480,-8.4097,-3.756408895779792,0.36523660962370036,-4.79901112693077,-0.11984242710170687
6159489245557373006,40,19,2390,-8.39531,-3.9836190658823645,0.3644427959163455,-4.845054536005501,-0.11928852477585532
-7242460526481397933,44,20,2560,-8.41414,-3.9137756713064156,0.3659407234194173,-4.882792344333804,-0.11806498237500333
-4720012298303478038,46,17,2410,-8.39811,-3.5799302625605867,0.36871584262051676,-4.5797565888964735,-0.10999861715157788
6159520775438071719,40,12,2440,-8.38043,-3.4074922442623023,0.36495836330788944,-4.130656810702616,-0.09778986414207114
-7242447920080343923,44,14,2540,-8.40493,-3.7389883919633107,0.34411797394074123,-4.55070066246452,-0.11601234353470533
8681916033498157614,42,11,2600,-8.40534,-2.961431349523875,0.34202048743600416,-3.5229805083418766,-0.08262125103997417
1585981525101582041,35,11,2600,-8.37544,-3.0772625335451376,0.340796200043557,-3.1943948781195077,-0.07106997467606226
-2987550159628060947,30,12,2560,-8.3917,-3.448867410179325,0.35188476870278534,-3.9222477772430704,-0.09372894221494198
2847154556279078212,36,19,2440,-8.39505,-3.7307978166397167,0.4024922441203252,-4.54735222834852,-0.10485820426894214
-3458812776494635500,47,16,2410,-8.40359,-3.269155256273189,0.382929406100612,-4.435201473858129,-0.10627454577386015
-3458817826842244620,47,20,2510,-8.40635,-3.617700455101306,0.3841903132517922,-4.700949981853514,-0.11047511637568211
-2668898579128639953,49,7,2480,-8.46412,-2.6012878089678177,0.359811918843948,-2.634408945716309,-0.06343901610123623
-936438958858092732,33,14,2570,-8.37755,-3.304660294791645,0.37232197599670724,-3.6019444597594097,-0.07936705275234361
-2197623349432271008,32,7,2460,-8.43289,-2.6749379979281556,0.37209915998783494,-2.552328641131962,-0.06255361491880704
1585981524856921751,35,11,2330,-8.36642,-3.0724078335170124,0.3522951303525543,-3.452061552441511,-0.07999510756622837
-936442742297632831,33,9,2440,-8.43683,-2.7976546277670074,0.3557552747938097,-2.717648970136578,-0.06321604251790308
-8503638607610386564,43,14,2400,-8.3855,-3.166632047614528,0.3604949286754118,-4.11285078030284,-0.09966079927871462
2847183563730827809,36,10,2420,-8.38161,-3.153288232427756,0.3440312179001932,-3.4787529972173976,-0.08083701778781441
2847178523691572241,36,14,2400,-8.37737,-3.887686955032623,0.35919217954694,-4.342574791662698,-0.10706567493425424
-936428872856472480,33,6,2590,-8.41882,-2.310821221953023,0.36846395222936845,-1.8294429711970601,-0.04062216391349367
-3930110713063587287,48,8,2350,-8.45528,-2.749207982569205,0.34254150396852445,-3.166223975318408,-0.07524920067261767
-936406171501561702,33,20,2390,-8.37719,-3.779817051020867,0.386006584256322,-4.528080136653085,-0.1060908514295102
-2987579171791268700,30,21,2440,-8.36968,-3.603168595888793,0.38518023945218377,-4.513765871395984,-0.1053448988757631
-7242445397280909225,44,8,2480,-8.45885,-2.67486671176132,0.32930234557911087,-3.053133112606105,-0.0772717115192858
5369567471192681647,38,12,2430,-8.37329,-3.3911645128639356,0.3605216942618589,-3.801091860072958,-0.0864448028296597
-3930114496465845818,48,21,2480,-8.40942,-3.8125484961003044,0.39681390327843036,-5.016233937487807,-0.12065417908894831
6630750602161318034,39,22,2330,-8.39374,-3.8946167216550744,0.38764679528702073,-5.1017297423722106,-0.12474775381058612
-3930101884528478960,48,15,2420,-8.41044,-3.5742436686354115,0.3789722425928696,-4.445292676959441,-0.10431162002552988
6630764475120926365,39,11,2520,-8.39128,-2.929041595281137,0.36337209923714686,-3.329704708567068,-0.07716893592322849
-4720011037050556863,46,22,2330,-8.40468,-3.905917783661401,0.3672816214402403,-5.170077731571295,-0.12640153099562942
324763080836007822,34,7,2300,-8.40831,-2.415906911143152,0.33777459891506967,-1.9149605919988155,-0.04071856486988639
-2197638478842468536,32,11,2600,-8.37856,-2.8079321252370293,0.3835938848026317,-2.9903195850425672,-0.06296665788638102
8681885765066108308,42,19,2330,-8.38136,-3.6393146180390694,0.3845506162604118,-4.65757906879273,-0.11114579384803176
2847160867166598519,36,24,2600,-8.38594,-4.292971367297589,0.38773815759649083,-5.061787141326146,-0.12051284709288353
-7242444136584881472,44,9,2310,-8.42935,-2.7638209882958975,0.35117906214036504,-2.958261768212888,-0.06739585733939649
-2668918753368774537,49,23,2600,-8.39102,-3.9487422215270636,0.38165169897050616,-5.266482030189217,-0.1302574089342456
-3930120801889286315,48,16,2450,-8.37441,-3.600069185089677,0.3703315024084634,-4.2659806978752925,-0.09676354995531215
6630758163862920476,39,12,2470,-8.3712,-3.3114417551729503,0.3644938841724629,-3.6399923866243835,-0.0808594389919378
7420708940529844852,41,6,2410,-8.38972,-2.43141893068232,0.3334283349830974,-2.3401495599299444,-0.057156956375419905
-2197610737732574146,32,17,2460,-8.38379,-3.730450564107752,0.37100005907422956,-4.073466378216578,-0.09162858189385838
7420682455877529953,41,19,2550,-8.3907,-3.6027314890697384,0.38172324803705776,-4.462877053781513,-0.10476118256817635
-3458812776312887856,47,16,2550,-8.40478,-3.4080697356657637,0.3703733665113813,-4.598906627184404,-0.11552308699500377
6159520775542926129,40,12,2530,-8.39731,-3.4874911063991423,0.3673162536376222,-4.0362767346079345,-0.09423499847215817
