29|nous donc qui connaîtron seulement un symbole parlé , et même uniquement un symbole du soi , nous ne devoir jamais oublier que ce symbole , qui nous paraître primaire par rapport aux formation élaborer et intellectualisée de le conscience de soi , être déjà en voie de se couper un racine cosmique du symbolisme ; le mouvement que nous suivre du symbolisme de le souillure au symbolisme du péché , pouvoir à celui de le culpabilité 	 > proprement dire , être en même temps un progressif éloignemer par rapport au fond cosmique du symbolisme ; le symbolisme de le souillure être encore immerger dan le cosmique ; entrer le souiller , le consacrer et le sacrer , le équivalence et le correspondance sou * terrain être peut-être ineffaçable ; ce être d’ abord le hiéropha - nie qui en tant que sphère de réalité engendrer le « régime ontologique » 6 caractéristique du souiller ; le péril de le âme que le souillure servir ultérieurement à symboliser être d’ abord péril en présence de chose interdit à l’ expérience profane et dont on ne pouvoir s’ approcher sans risque lorsqu’ on n’ être pas préparer rituellement le tabou n’ être pas autre chose qqe ce condition un objet , un action ou un personne « isoler » et « interdite » à cause du danger que comporter lui contact ( ibid . ) . c’ être parce que le symbolisme de le souillure tenir encore par le riche chevelure de son racine aux sacralisation cosmique , parce que le souillure adhèr à tout l’ insolite , à tout le terrifier du monde , à le fois attirant et repousser , qu’ il être finalement inépuisable et indéracinable ; on le voir , le symbolisme plus historique et moins cosmique du péché et de le culpabilité ne compenser le pauvreté et l’ abstraction de son image que par un série de reprise et de transposition du symbolisme plus archaïque , mais plus surdéterminer de le souillure ; le richesse du symbolisme de le souillure , même lorsque ce symbolisme être pleinement intérioriser , être encore le corollaire de son enracinement cosmique .
30|ce résonance cosmique jusqu dan le conscience réflexif surprendre moins si l’ on considérer le second dimension du symbole , le dimension onirique ; c’ être dan le rêve que le on pouvoir surprendre le passage de le fonction « cosmique » à le fonction « psychique » un symbolisme le plus fondamental et le plus stable de l’ humanité ; on ne comprendre pas que le symbole pouvoir signifier le lien entrer l’ être de l’ homme et l’ être total , si on opposer le une aux autre le hiérophante selon le phénoménologie de le religion et le production onirique selon le psychanalyse freudien ou jungienne ( du moins celui qui , de l’ aveu de Freud lui-même , dépasser le projection de l’ histoire individuel et plonger , par-delà l’ archéologie privé d’ un sujet , dan le représentation communer d’ un culture , voire dan le folklore de l’ humanité entier ) ; manifester le « sacrer » sur le « cos- 5mos » et le manifester dan le « psyché » , c’ être le même chose .
31|il falloir peut-être même refuser de choisir entrer l’ interprétation qui faire de ce symbole l’ expression déguiser de le part infantile et instinctuelle du psychisme et celui qui yu discerner l’ anticipation de notre possibilité d’ évolution et de maturation ; nous avoir plus tard à explorer un interprétation selon lequel le « régression » être le voie détourné de le « progression » et de l’ exploration de notre potentialités6 ; pour celer il falloir percer par-delà le métapsychologie freudien un « instance » ( lui , ça , surmoi ) et le métapsychologie jungien ( énergétisme et archétype ) et se laisser instruir directement par le thérapeutique freudien et par le thérapeutique jungien , qui sans doute s’ adresser à un type différent de malade . le replonger dan noir archaïsme être sans doute le moyen détourner par lequel nous nous immerger dan l’ archaïsme de l’ humanité et ce double « régression » être à son tour le voie possible d’ un découverte , d’ un prospection , d’ un prophétie de nous-même .
32|c’ être ce fonction du symbole comme jalon et comme guide du « devenir soi-même » qui devoir être relier et non point opposé à le fonction « cosmique » un symbole , tel qu’ lui s’ exprim dan le hiérophanie décrit par le phénoménologie de le religion . cosmos et Psyché être le deux pôle de le même « expressivité » ; il m’ exprimer en exprimer le monde ; j’ explorer mon propre sacralité en déchiffrer celui du monde .
33|Or ce double « expressivité » -- cosmique et psychique -- avoir son complément dan un troisième modalité du symbole , l’ imagination poétique . Mais , pour bien l’ entendre , il falloir fermement distinguer l’ imagination de l’ image , si l’ on entendre par image le fonction de l’ absence , le néantisation du réel dan un irréel figuré ; ce image - représentation , concevoir sur le modeler du portrait de l’ abser , être encore trop dan le dépendance de le chose qu’ lui irréaliser ; lui rester un procédé pour se rendre présent le chose du monde . l’ image poétique être beaucoup plus près du verbe que du portrait ; comme le dit excellemment monsieur Bachelard , lui « nous mettre à l’ origine de l’ être parlant » ; « lui devenir un être nouveau de notre langage , lui nous exprimer en nous faire ce qu’ lui exprim » ; à le différence un deux autre modalité hiérophaniqu et oniriquedu symbol , le symbole poétique nous montrer l’ expressivité à l’ état naissant ; dan le poésie le symbole être surprendre au moment où il être un surgissement du langage , « où il mettre le langage en état d’ émergence7 » , au lieu d’ être recueillir dan son stabilité hiératique sou le garde du rite et du mythe , comme dan l’ histoire un religion , ou bien au lieu d’ être déchiffrer à travers le résurgence d’ un enfance aboli .
34|il falloir comprendre qu’ il n’ yu avoir pas trois forme incommunicable de symbole ; le structure de l’ image poétique être aussi celui du rêv lorsque celui-ci tirer un lambeau de notre passer un prophétie de notre devenir et celui un hiérophanie qui rendre manifeste le sacrer dan le ciel et le eau , le végétation et le pierre .
35|ce unique structure , pouvon - nous l’ atteindre par un analyse eidétique direct , qui rendre raison de ce convergence remarquable du symbolisme religieux , du symbolisme onirique et du symbolisme poétique ? il être possible , jusqu’ à un certain point , de rendre manifeste par un analyse intentionnel le principe unificateur de l’ çnumération antérieur . Mais , comme tout réflexion eidétique , ce analyse intentionnel consister seulement à distinguer le symbole de ce qui n’ être pas luire , et ainsi à orienter le regard ver le saisie plus ou moins intuitif d’ un noyau identique de sens .
36|nous procéder donc par un série d’ approximation de plus en plus serrer de l’ essence du symbole .
37|De même le rêve , bien que spectacle nocturne , être originairement proche de le parole , puisqu’ il pouvoir être raconter , communiquer . enfin on avoir voir que l’ image poétique lui-même être essentiellement verb .
38|2 . 	 Mais dire que le symbole être signe , c’ être tracer un cercler trop grand qu’ il falloir maintenant resserrer . tout signe viser au-delà de lui-même quelque chose et valoir pour ce quelque chose ; mais tout signe n’ être pas symbol ; nous dire que le symbole receler dan son visée un intentionnalité double ; être le « souiller » , « l’ impur » : ce expression signifiant présenter un intentionnalité premier ou littéral , qui , comme tout expression signifiant , supposer le triomphe du signe conventionnel sur le signe naturel ; ainsi le tache être le sens littéral de le souillure ; mais ce sens littéral être déjà signe conventionnel : le mot « tach » , « sale » , etc. , ne ressembler pas à le chose signifié ; mais sur ce intentionnalité premier s’ édifier un intentionnalité second qui , à travers le « sale » physique , viser un certain situation de l’ homme dan le sacrer qui être précisément l’ être souiller , impur ; le sens littéral et manifeste viser donc au-delà de lui-même quelque chose qui être comme un tache . ainsi , à l’ opposer un signe technique parfaitement transparent qui ne dire que ce qu’ il vouloir dire en poser le signifié , le signe symbolique être opaque , parce que le sens premier littéral , patent , viser lui-même analogiquemer un sens second qui n’ être pas donner autrement qu’ en luire ( nous yu revenir pour distinguer le symbole de l’ allégorie ) . ce opacité faire le profondeur même du symbole , inépuisable comme on dire .
39|donner parce que il être un intentionnalité primaire qui donner analogiquemer le sens second .
40|par un lettre , par un signe écrit , qui n’ avoir plus besoin d’ être dire et sur lequel il être possible de calculer sans se demander comment il s’ incorporer à un déontologie du raisonnementu . ce ne être même plus alors un abréviation d’ expression verbal connu , mais un « caractèr » au sentir leibnizien du mot , c’est-à-dire un élément de calcul . il être clair que le symbole dont nous nous occuper ici être tout le contraire d’ un caractère : non seulement il appartenir à un penser lier à son contenu , donc non formaliser , mais le lien intime de son intention prime à son intention second et l’ impossibilité de se donner le sens symbolique autrement que par l’ opération même de l’ analogie faire du langage symbolique un langage essentiellement lier , lier à son contenu et , à travers son contenu primaire , à son contenu second ; en ce sens , c’ être l’ inverse absolu d’ un formalisme absolu . on pouvoir alors s’ étonner que le symbole avoir deux usage aussi rigoureusement inverse ; peut-être falloir - il en chercher le raison dan le structure de le signification , qui être à le fois un fonction de l’ absence et un fonction de le présence ; fonction de l’ absence , puisque signifier c’ être signifier « à vide » , c’ être dire le chose sans le chose , dan un signe substitué ; fonction de le présence , puisque signifier c’ être signifier « quelque chose » et finalement le monde11 11 12 ; le signification , par son structure même , rendre possible à le fois le formalisation intégral , c’est-à-dire le réduction du signe au « caractère » et finalement à un élément de calcul , et le restauration d’ un langage plein , lourd d’ intentionnalité impliquer et de renvoi analogique à autre chose , qu’ il donner en énigme .
41|par symbole , en un sens beaucoup plus primitif , le signification analogique spontanément former et immédiatement donnanter de sens ; ainsi le souillure analogue de le tache , le péché analogue de le déviation , le culpabilité analogue de le charge ; ce symbol être au même niveau que , par exemple , le sens de l’ eau comme menace et comme rénovation dan le déluge et dan le baptême et finalement que le hiérophanie le plus primitif . En ce sens , le symbole être plus radical que le mythe . il tenir le mythe pour un espèce de symbole , comme un symbole développé en forme de récit , et articuler dan un temps et un espac non coordonnable à celui de l’ histoire et de le géographie selon le méthode critique ; par exemple l’ exil être un symbole primaire de l’ aliénation hu - maine , mais l’ histoire de l’ expulsion d’ adam et d’ Ève du paradis être un récit mythique de second degré mettre en jeu un personnage , un lieu , un temps , un épisode fabuleux ; l’ exil être un symbole primaire et non un mythe , parce que c’ être un événement historique rendre analogiquement signifier de l’ aliénation humain ; mais le même aliénation se susciter un histoire fantastique , l’ exil de l’ Eden , qui en tant qu’ histoire arriver in illo tempore être mythe ; on voir que ce épaisseur du récit être essentiel au mythe ; sans compter l’ esquisse d’ explication qui , dan le mythe étiologique , en accentuer encore le caractère second . il revenir sur ce problème au début de le second partie de ce symbolique du mal .
42|ce répétition de l’ aveu , prise à tou son niveau de symbolisation , que être ce que c’ être pour le philosophie ? quel être , pour reprendre le question laisser en suspens , son lieu philosophique ?
43|ce n’ être pas encore le philosophie de le faute que nous chercher ; ce ne pouvoir être qu’ un propédeutique ; le mytho être déjà logo , mais il rester encore avoir le reprendre dan le discours philo · sophiqu . ce propédeutique rester au niveau d’ un phénoménologie purement descriptif qui laisser parler l’ âme croyant dont le philosophe adopt , par provision , le motivation et le intention ; le philosophe ne le « sentir » pas dan lui naïveté premier , il le « ressentir » sur un mode neutraliser , sur le mode du comme si . c’ être en ce sens que le phénoménologie être un répétition en imagination et èn sympathie . Mais ce phénoménologie rester extérieur à le réflexion pleinement assumer tel qu’ lui avoir être conduire dansler premier partie jusqu’ au concept de faillibilité . le problème demeur : comment intégrer ce répétition en imagination et en sympathie à le réflexion ? comment relancer le réflexion par un symbolique de le liberté servir ?
44|nous ne être pas en état de répondre à ce question qui trouver son solution dan l’ exécution même , au cours de le troi - sièm partie de ce travail ; néanmoins nous exposer le principe de ce solution dès le fin de ce volume sou le signe de ce bel maxime : le symbole donner à penser . nous dire à oe moment pourquoi il falloir renoncer à le chimère d’ un philosophie sans présupposition et partir du langage plein . Mais nous pouvoir en dire dès maintenant , dan un esprit de véracité , le principal servitude méthodologique .
45|partir d’ un symbolisme déjà là , c’ être se donner de quoi penser ; mais c’ être du même coup introduir un contingence radical dan le discours . d’ abord il yu avoir un symbole ; il le rencontrer , il le trouver ; ce être comme le idée inné de l’ ancien philosophie . pourquoi être - il tel ? pourquoi être - il ? c’ être le contingence un culture introduit dan le discours . De plus , il ne le connai pas tou , mon champ d’ investigation être orienter , et parce qu’ il être orienter il être limité . Par quoi est-il orienter ? non seulement par mon situation propre dan l’ univers un symbole , mais paradoxalement par l’ origine historique , géographique , culturel de le question philosophique lui-même .
46|notre philosophie être grec de naissance . son intention et son prétention d’ universalité être situer ; le philosophe ne parler pas de nul part , mais du fond de son mémoire grec , d’ où s’ élever le question : τί τδ δν ; que être ce que l’ être ? ce question , qui d’ abord sonn grec , englober tout le question ultérieur , yu compris celui de l’ existence et de le raison , yu compris par conséquent celui de le finitude et de le faute . ce situation initial de le question grec orient l’ espace humain un religion ouvrir à l’ investigation philosophique .
47|non point qu’ aucun culture être exclure par principe ; mais , dan ce air orienter par le question d’ origine grec , il yu avoir un relation de « proximité » et de « distance » qui appartenir inéluctablemer à le structure de notre mémoire culturel . De là le privilège de « proximité » un culture grec et juif ; ce deux culture , qui n’ avoir rien d’ exceptionnel pour un œil de nul part , constituer le premier strate de notre mémoire philoso - phiqu : plus précisément le rencontre de le source juif avec l’ origine grec être l’ intersection fondamental et fondateur de notre culture ; le source juif être le premier « autre » de le philosophie , son autre le plus « proche » ; le faire abstraitement contingent de ce rencontre être le destin même de notre existence occidental . Puisque nous exister à partir d’ lui , ce rencontre être devenir nécessaire , en ce sens qu’ lui être le présupposé de notre irrécusable réalité . c’ être pourquoi le histoire de le conscience de faute en Grèce et en Israël être constamment notre référence central : c’ être notre plus avoir proche » origine , dan ce économie spirituel de le distance .
48|le reste suivre de ce double privilège d’ Athènes et de Jérusalem : tout ce qui , de « proche en proche » , avoir contribuer à notre genèse spirituel ressortir à notre investigation , mais le long un ligne de motivation qu’ exprimer le « proche » et le « lointain » .
49|que vouloir dire fllor de « proche en proche » ? plusieurs sorte de relation d’ orientation : un relation en « profondeur » , un relation « latéral » , un relation « d’ avant en arrière » .
