11|le troisième intention philosophique , explicitement inclus , celui-ci , dan notre titre , si enchaîner avec le précédent , en ce sens que Viàenlitè - ipse mettre en jeu un dialectique complémentaire de celui de le ipséité et de le mêmeté , à savoir le dialectique du soi et de Vautre que soi . tant que le on rester dan le cercler de pidentité - mêmeter , le altérité de le autre que soi ne présenter rien de original : « autre » figurer , comme on avoir pouvoir le remarquer en passer , dan le liste un antonyme de « même » , à côté de « contraire » , « distinct » , « divers » , etc. il en aller tout autrement si le on mettre en couple le altérité avec le ipséité . un altérité qui ne être pas - ou passeulement - de comparaison être suggérer par notre titre , un alté - rité tel que lui pouvoir être constitutif de le ipséité lui-même . soi-même comme un autre suggérer de entrée de jeu que le ipséité du soi-même impliquer le altérité à un degré si intime que le un ne se laisser pas penser sans le autre , que le un passe plutôt dan le autre , comme on dire en langage hégélien . au « comme » , nous vouloir attacher le signification fort , non pas seulement de un comparaison - soi-même semblable à un autre - , mais bien de un implication : soi-même en tant que ... autre .
12|De le premier à le troisième considération , nous avoir prendre appui sur le suggestion de le simple grammair ; mais ce être aussi sou le conduite du questionnement philosophique que nous avoir identifier le forme canonique qui dan notre propre langue soutenir le analyse conceptuel . si imposer dès lors le tâcher de procurer à le expression « soi-même comme un autre » le développement philosophique qui , sans perdre de vue le contrainte et le suggestion de le simple grammair , transcender le idiotisme de notre propre langue .
13|il se être apparaître que un rapide confrontation avec le double héritage - positif et négatif - un philosophie du sujet pouvoir constituer un préface approprier pour faire comprendre pourquoi le querelle du Cogito être par après considérer comme dépasser . ce être pourquoi il préférer parler ici de préface que de introduction . certes , de autre débat se proposer en cours de router , où le dialectique de le identité - ie / w et de ridentité - iïfem , celui du soi et de son autre , tenir le premier rôl . Mais le polémique dan lequel nous être alors engager se situer au-delà du point où notre problématique se être séparer de celui un philosophie du sujet .
14|il tenir ici pour paradigmatique un philosophie du sujet que celui-ci yu être formuler en premier personne - ego cogito - , que le « il » se définir comme lui empirique ou comme il transcen - dantal , que le « il » être poser absolument , c'est-à-dir sans vis-à-vis autre , ou relativement , le égologie requérir le complément intrinsèque de le intersubjectivité . Dans tou ce cas de figure , le sujet ce être « il » . ce être pourquoi le expression philosophier du sujet être tenir ici pour équivalent à philosophie du Cogito . ce être pourquoi aussi le querelle du Cogito , où le « il » être tour à tour en position de forcer et de faiblesse , se avoir paraître le mieux capable de faire ressortir de entrée de jeu le problématique du soi , sou le réserve que notre investigation ultérieur confirmer le préten - tion que nous formuler ici , à savoir que le herméneutique du soi se trouver à égal distance de le apologie du Cogito et de son destitution . le style spécifique de le herméneutique du soi se comprendre mieux si le on avoir prendre au préalable le mesure un étonnant oscillation que sembler présenter le philosophie du sujet , comme si le Cogito dont lui être issu être inéluctablement soumettre à un rythme alterné de surestimation et de sous-estimation . du avoir il » de ce philosophie , devoir - on dire , comme certain le dire du père , que il yu en avoir être pas assez , être trop ?
15|le Cogito ne avoir aucun signification philosophique fort , si son position ne être pas habiter par un ambition de fondation dernier , ultime . Or , ce ambition être responsable de le formidable oscillation sou le effet de lequel le « il » du « il penser » paraître tour à tour exalter hors de tout mesure au rang de premier vérité , et rabaisser au rang de illusion majeur . S' il être vrai que ce ambition de fondation dernier si être radicaliser de Descartes à kant , pouvoir de kant à Fichte , enfin au Husserl un méditation cartésien , il nous avoir paraître néanmoins suffisant de le pointer à son lieu de naissance , chez Descartes lui-même , dont le philosophie attester que le crise du Cogito être contemporain de le position du cogito1 .
16|le ambition fondationnel attacher au cogito cartésien se laisser reconnaître dès le abord au caractère hyperbolique du doute qui ouvrir le espace de investigation un méditation . le radicalité du projet2 être ainsi à le mesure du doute qui ne excepter du régime de î ' « opinion » ni le sens commun , ni le science - tant mathématique que physique - , ni le tradition philosophique . plus précisément , ce radicalité tenir à le nature de un doute sans commun mesure avec celui que on pouvoir exercer à le intérieur un trois domaine susnommer . le hypothèse de un tromperie total procéder de un doute que Descartes appeler « métaphysique » poui en marquer le disproportion par rapport à tout doute interne à un
17|l r Descartes . méditation métaphysique , Paris , Garnier - flammarion , 1979 . le chiffre entrer parenthèse renvoyer à le pagination adam - Tannery ( at ) .
18|espace particulier de certitude . ce être pour dramatiser ce doute que Descartes forge , comme on savoir , le hypothèse fabuleux de un grand trompeur ou malin génie , image inversé de un Dieu vérace , réduire lui-même au statut de simple opinion ' . Si le Cogito pouvoir procéder de ce condition extrême de doute , ce être que quelqu'un conduire le doute1 2 3 .
19|certes , ce sujet de doute être radicalement désancrer , dès lors que le corps propre être entraîner dan le désastre un corps . Mais il rester encore quelqu'un pour dire : « ... il employer tou mon soin à se tromper moi-même feindre que tout ce pensée être faux et imaginaire . » même le hypothèse du malin génie être un fiction que il forme . Mais ce « il » qui doute , ainsi désancrer au regard de tou le repère spatio-temporel solidaire du corps propre , qui est-il ? déplacer par rapport au sujet autobiographique du discours de le méthode - dont le trace subsist dan le première ligne un méditation * - , le « il » qui mener le doute et qui se réfléchir dan le Cogito être tout aussi métaphysique et hyperbolique que le doute le être lui-même par rapport à tou son contenu . 11 ne être à vrai dire personne4 .
20|que rester - t - il à dire de ce « il » désancrer ? que , par son obstination même à vouloir douter , il témoigner de un volonté de certitude et de vérité -nous ne distinguer pas entrer le deux expression à ce stade - , qui donner au doute même un sorte de orient : en ce sens , le doute cartésien ne être pas le désespoir kier - kegaardien . bien au contraire , le volonté de trouver être ce qui le motiver : et , ce que j 7e vouloir trouver , ce être le vérité de le chose même . ce dont on doute , en effet , ce être que le chose être tel que lui sembler être . A ce égard , il ne être pas indifférent que le hypothèse du malin génie être celui de un grand trompeur . le tromperie consister précisément à faire prendre le sembler pour l'«être véritable » . Par le doute , « il se persuader que rien ne avoir jamais être » ; mais , ce que il vouloir trouver , ce être « un chose qui être certain et véritable » . ce dernier remarqu être capital pour comprendre leretournemer du doute en le certitude du Cogito dan le second méditation : conformément à le visée ontologique du doute , le premier certitude qui en dérive être le certitude de mon existence , impliquer dan le exercice même de penser en quoi le hypothèse du grand trompeur consister : « il ne yu avoir donc point de doute que il être , si il se trompe ; et que il se trompe tant que il vouloir , il ne savoir ) amer faire que il ne être rien , tant que il penser être quelque chose » ( at , t. ix , p. 19 ) . ce être bien là un proposition existentiel : le verbe « être » yu être prendre absolument et non comme copule : « il être , il exister ' » .
21|le question qui ? , lier de abord à le question qui doute ? , prendre un tour nouveau en se lier à le question qui penser 7 et , plus radicalement , qui exister ? . le indétermination extrême de le réponse -indétermination hériter du caractère initialement hyperbolique du doute - expliquer sans doute que Descartes être contraindre , pour développer le certitude acquis , de luire adjoindre un question nouveau , à savoir celui du savoir ce que il suis1 2 3 . le réponse à ce question conduire à le formule développer du Cogito : « il ne être donc précisément parler que un chose qui penser , c'est-à-dir un esprit , un entendement ou un raison , qui être un terme dont le signification se être auparavant inconnu » ( at , t. ix , p. 21 ) . Par le question quoi ? , nous être entraîner dan un recherche prédicatif , porter sur ce qui « appartenir à ce connaissance que il avoir de moi-même » ( at , t. ix , p. 22 ) , ou plus nettement encore « ce qui appartenir à mon nature » ' . A ce point , le « il » perdre définitivement tout détermination singulier en devenir penser , c'est-à-diree entendement . il être vrai que ce tendance que on pouvoir dire épistémologisante ( renforcer par le développement fameux de le second méditation connaître sou le nom du « morceau de cirer » ) être tempérer par un tendance « phénoménologisant » , exprimer dan le énumération qui préserver le réel variéter intime de le acte de penser : « que être ce que un chose qui penser ? c'est-à-dir un chose qui doute , qui concevoir , qui affirmer , qui nier . qui vouloir , qui ne vouloir pas , qui imaginer aussi , et qui sentir » ( ibid . ) . ce énumération poser le question de le identité du sujet , mais en un tout autre sens que le identité narratif de un personne concret . il ne pouvoir si agir que de le identité en quelque sorte ponctuel , anhistorique , du « il » dan le diversité de son opération ; ce identité être celui de un même qui échapper à le alternative de le permanence et du changement dan le temps , puisque le Cogilo être instantané1 .
22|au terme de le second méditation , le statut du sujet méditer apparaître sans commun mesure avec ce que , dan le suite de notre investigation , nous appeler locuteur , agent , personnage de narration , sujet de imputation moral , etc. le subjectivité qui se poser lui-même par réflexion sur son propre doute , doute radica - liser par le fable du grand trompeur , être un subjectivité désan - créer , que Descartes , conserver le vocabulair substantialiste un philosophie avec lequel il croire avoir rompu , pouvoir encore appeler un âme . Mais ce être le inverse que il vouloir dire : ce que le tradition appeler âme être en vérité sujet , et ce sujet se réduire à le acte le plus simple et le plus dépouiller , celui de penser . ce acte de penser , encore sans objet déterminé , suffire à vaincre le doute , parce que le doute le contenir déjà . Et , comme le doute être volontaire et libre , le penser se poser en poser le doute . ce être dan ce sens que le « il exister penser » être un premier vérité , c'est-à-diree un vérité que rien ne précéder .
23|Or le question se poser de savoir si , chez Descartes lui-même , le « il exister pensant » se soutenir dan ce position de premier vérité immédiatement connaître par réflexion sur le doute . ce être le cas si , dan le ordre un raison , tout le autre vérité procéder de le certitude du Cogito . Or , le objection formuler parMartial Gueroult dan Descartes selon le ordre un raisons1 continuer de se paraître imparable . le certitude du Cogito donner de le vérité un version seulement subjectiver ; le régner du malin génie continuer , quant à savoir si le certitude avoir valeur objectif ; que mon âme être pur intelligence , celer être certain , mais ce être seulement un nécessiter interne de le science : « toutefois , si ce science être , pour mon entendement , aussi certain que le Cogito , lui ne avoir de certitude que à le intérieur de luire , c'est-à-dir pour mon lui enfermer en lui-même » ( op . cit . , p. 87 ) . le difficulté être celui que on venir de dire , il apparaître que chez Descartes le « démonstration de Dieu permettre seul de résoudre le question » ( ibid . , p. 137 ) . Or , ce démonstration , tel que lui être conduire dan le troisième méditation , renverser le ordre de le découverte , ou ordo cognoscendi , qui devoir à luire seul , si le Cogito être à tout égard vérité premier , conduire du moi à Dieu , pouvoir aux essence mathématique , pouvoir aux chose sensible et aux corps ; et lui le renverser au bénéfice de un autre ordre , celui de le « vérité de le chose » , ou ordo essendi : ordre synthétique selon lequel Dieu , simple chaînon dan le premier ordre , devenir le premier anneau . le Cogito être véritablement absolu , à tout égard , si le on pouvoir montrer que il ne yu avoir que un ordre , celui où il être effectivement premier , et que le autre ordre , qui le faire régresser au second rang , dérive du premier . Or il sembler bien que le troisième méditation renverser le ordre , en placer le certitude du Cogito en position subordonner par rapport à le véracité divine , lequel être premier selon le « vérité de le chose2 » .
24|l monsieur Gueroult . Descartes selon le ordre un raison . 2 vol . , Paris , Aubier - montaigne , 1953 .
25|que en résulter - t - il pour le Cogito lui-même ? Par un sorte de choc en retour de le nouveau certitude , à savoir celui de le existence de Dieu , sur celui du Cogito , le idée de moi-même apparaître profondément transformer du seul faire de le reconnaissance de ce autre qui cause le présence en lui de son propre représentation . le Cogito glisser au second rang ontologique . Descartes ne hésiter pas à écrire : « il avoir en quelque façon premièrement en lui le notion de le infini que du fini , c'est-à-diree de Dieu que de moi-même »
26|( troisième méditation , AT , t. ix , p. 36 ) . il falloir donc aller jusque à dire que , si Dieu être ratio essendi de moi-même , il devenir par là même ratio cognoscendi de moi-même , en tant que il être un être imparfer , un être de manque ; car le imperfection attacher au doute ne être connaître que à le lumière de le idée de perfection ; dan le second Méditation , il se connaître comme exister et penser , mais non point encore comme nature finir et borner . ce infirmité du Cogito si étendre fort loin : lui ne être pas seulement attacher à le imperfection du doute , mais à le précarité même de le certitude qui avoir vaincre le doute , essentiellement à son absence de durée ; livrer à lui-même , le lui du Cogito être le Sisyphe condamner à remonter , de instant en instant , le rocher de son certitude à contre-pente du doute . En revanche , parce que il se conserver , Dieu conférer à le certitude de moi-même le permanence que celui-ci ne tenir pas de lui - même . ce strict contemporanéité de le idée de Dieu et de le idée de moi-même , prise sou le angle de le puissance de produire un idée , se faire dire que « comme le idée de moi-même , [ le idée de Dieu ] être naître et produire avec lui dès lors que il avoir être créer » ( at , t. ix , p. 41 ) . mieux : le idée de Dieu être en lui comme le marque même de le auteur sur son ouvrage , marqu qui assurer le ressemblance de le un à le autre . il se falloir alors confesser que « il concevoir ce ressemblance ( ... ) par le même faculter par lequel il se concevoir moi-même » ( ibid . ) .
27|il ne être guère possible de pousser plus loin le fusion entrer le idée de moi-même et celui de Dieu . Mais que en résulter - t - il pour le ordre un raison ? ceci , que il ne se présenter plus comme un chaîne linéaire , mais comme un boucle ; de ce projection à rebours du point de arrivée sur le point de départ , Descartes ne apercevoir que le bénéfice , à savoir le élimination de le hypothèse insidieux du
28|aux êtr ainsi représenter , droit de tenir Dieu comme le cause de le présence de son propre idée en nous . il aller droit aux conséquence qui concerner le Cogito lui-même , ainsi excéder par ce idée d’ infini ou de perfection incommensurable avec son condition d’ être finir .
29|Dieu menteur qui nourrir le doute le plus hyperbolique ; le image fabuleux du grand trompeur être vaincre en lui , dès lors que le autre véritablement exister et entièrement véridique en avoir occuper le place . Mais , pour nous , comme pour le premier contradicteur de Descartes , le question être de savoir si , en donner à le ordre un raison le forme du cercler , Descartes ne avoir pas faire de le démarcher qui arracher le Cogito , donc le « il » , à son solitude initial un gigantesque cercler vicieux .
30|un alternative sembler alors ouvert : ou bien le Cogito avoir valeur de fondement , mais ce être un vérité stérile à lequel il ne pouvoir être donner un suite sans rupture de le ordre un raison ; ou bien , ce être le idée du parfaire qui le fondre dan son condition de être finir , et le premier vérité perdre le auréole du premier fondement .
31|ce alternative , le postérité de Descartes le avoir transformer en dilemme : de un côté Malebranche et plus encore Spinoza , tirer le conséquence du renversement opérer par le troisième méditation , ne avoir plus voir dan le Cogito que un vérité abstrait , tronquer , dépouiller de tout prestige . Spinoza être à ce égard le plus cohérent : pour vethique , seul le discours de le substance infini avoir valeur de fondement ; le Cogito , non seulement régresser au second rang , mais perdre son formulation en premier personne ; on ht ainsi au livre ii de vethique , sou le titre de le axiome n : « le homme pense1 . » un axiome précéder ce formule lapidaire - axiome ie - qui souligner un peu plus le caractère subordonner du second : « le essence de le homme ne envelopper pas le existence nécessaire , c'est-à-diree que il pouvoir aussi bien se faire suivre le ordre de le nature que ce homme - ci ou celui-là exister , que il pouvoir se faire que il ne exister pas1 2 . » notre problématique du soi si éloigner de le horizon philosophique . De le autre côté , pour tout le courant de le idéalisme , à travers kant , Fichte et Husserl ( du moins celui un méditation cartésien ) , le seul lecture cohérent du Cogito , ce être celui pour lequel le certitude alléguer de le existence de Dieu être frapper du même sceau de subjectivité que le certitude de mon propre existence ; le garantir de le garantir que constituer le véracité divine ne constituer alors que un annexe de le premier certitude . S' il en être ainsi , le Cogito ne être pas un premier vérité que suivre un second , un troisième , etc. , mais le fondement qui se fondre lui-même , incommensurable à tout le proposition , non seulement empirique , mais transcendantale . Pour éviter de tomber dan un idéalisme subjectiviste , le « jepense » devoir se dépouiller de tout résonance psychologique , à plus fort raison de tout référence autobiographique . il devoir devenir le « il penser » kantien , dont le déduction transcendantal dire que il « devoir pouvoir accompagner tout mon représentation » . le problématique du soi en ressort en un sens magnifier , mais au prix de le perte de son rapport avec le personne dont on parler , avec le il - tu de le interlocution , avec le identité de un personne historique , avec le soi de le responsabilité . le exaltation du Cogito devoir - lui être payer à ce prix ? le modernité devoir au moins à Descartes de avoir être placer devoir un alternative aussi redoutable .
32|le Cogito briser : tel pouvoir être le titre emblématique de un tradition , sans doute moins continuer que celui du Cogito , mais dont le virulence culminer avec Nietzsche , faire de celui-ci le vis-à-vis privilégié de Descartes .
33|Pour comprendre le attaquer mener par nietzsche contrer le Cogito cartésien , en particulier dan le fragment de le dernier période , il ne être pas inutile de remonter à quelque écrit contemporain de le naissance de le tragédie , où le plaidoyer contrer le rhétorique viser à subvenir le prétention de le philosophie à si ériger en science , au sens fort de discipline du fondement ' .
34|le attaquer contrer le prétention fondationnel de le philosophie prendre appui sur le procès du langage dan lequel le philosophie se dire . Or il falloir bien avouer que , à part Herder , le philosophie de le subjectivité avoir faire entièrement abstraction de le médiation langagier qui véhiculer son argumentation sur le « il être » et le « il penser » . En mettre le accent sur ce dimension du discours philosophique , nietzsche porter au jour le stratégie rhétoriquesenfouie , oublier , et même hypocritement refouler et dénier , au nom de le immédiateté de le réflexion .
35|le Cours de rhétorique proposer le idée nouveau selon lequel le trope - métaphore , synecdoqu , métonymie - ne constituer pas un ornement surajouter à un discours de droit littéral , non figuratif , mais être inhérent au fonctionnemer le plus primitif du langage . En ce sens , il ne yu avoir pas de « naturalité » non rhétorique du langage . celui-ci être tout entier figuratif .
36|ce être dan vérité et Mensonge au sens extra - moral1 ( être 1873 ) que le paradoxe de un langage de part en part figurer , et de ce faire réputé mensonger , être pousser le plus loin . Paradoxe , en un double sen : de abord en ce que , dès le première ligne , le vie , prise apparemment en un sens référentiel et non figurer , être mettre à le source un fable par lequel lui se maintenir . ensuite en ce que le propre discours de nietzsche sur le vérité comme mensonge devoir être entraîner dan le abîmer du paradoxe du menteur . Mais Nietzsche être précisément le penseur qui avoir assumer jusque au bouillir ce paradoxe , que manquer le commentateur qui prendre le apologie de le vie , de le Volonté de puissance , pour le révélation de un nouvel immédiat , substituer à le même place et avec le même prétention fondationnel que le Cogito . il ne vouloir pas dire par là que Nietzsche , dan son effort pour surmonter le nihilisme , ne avoir pas avoir en vue pareil reconstruction . Mais il importer que celle- ie rester à le merci du geste de déconstruction auquel être soumis le métaphysique antérieur . En ce sens , si le argument diriger contrer le Cogito pouvoir être interpréter comme un extension au Cogito lui-même de le argument cartésien du malin génie , au nom du caractère figurer et mensonger de tout langage , il ne être pas certain que en se placer lui-même sou le paradoxe du menteur , Nietzsche avoir réussir à soustraire son propre philosophie à le effet de déconstruction déchaîner par son interprétation rhétorique de tout philosophie . le paradoxe initial être celui de un « illusion »
37|Jean-Paul dan un extrait de le Vorschule der aesthetik qui conclure en ce terme :
38|« ainsi , avoir égard aux connexion spirituel , tout langage être un dictionnaire de métaphore faner . » le métaphore paraître ici privilégier entrer tou le trope , mais le métonymie - remplacemer de un mot par un autre - ne être pas pour autani éclipser : le remplacement de le effet par le cause ( métalepsis ) devenir , dan le fragment de le volonté de puissance , le mécanisme principal du sophisme dissimuler dan le Cogito .
39|dient » au service de le conservation de le vie1 . Mais le nature lui-même avoir soustraire à le homme le pouvoir de déchiffrer ce illusion : « lui avoir jeter le clé » ( op . cit . , p. 175 ) . pourtant , ce clé , Nietzsche penser le posséder : ce être le fonctionnement de le illusion comme Verstellung . il importer de conserver le sens de déplacement à ce procédé , qui signifier aussi dissimulation , car ce être luire qui désigner le secret du fonctionnement non seulement langagier , mais proprement rhétorique de le illusion . nous revenir ainsi à le situation du cratyle de Platon et à le affrontement dont parler le dialogue socratique entrer un origine « naturel » et un origine « conventionnel » un désignation de chose par le mot . Nietzsche ne hésiter pas : le modeler - si le on oser dire - , ce être le menteur qui mésuse du langage à coup de « substitution volontaire et de inversion de nom » ( ibid . ) . Mais , de même que le langage figuratif , dan le texte précédent , ne pouvoir plus être opposer à un quelconque langage littéral , le langage du menteur ne avoir pas non plus pour référence un langage non mensonger , car le langage être en tant que tel issu de tel substitution et inversions1 2 .
40|En quel sens le Cogito cartésien est-il ici viser , au moins obliquement ? En ce sens que il ne pouvoir constituer un exception au doute généraliser , dan le mesure où le même certitude qui couvrir le « il exister » , le « il exister - pensant » , le réalité formel un idée et finalement lui valeur représentatif , être frapper par le sorte de réduction tropologique ici prononcer . De même que le doute de Descartes procéder de le indistinction supposer entrer le rêve et le veille , celui de Nietzsche procéder de findistinction plus hyperbolique entrer mensonge et vérité . ce être bien pourquoi le Cogito devoir succomber à ce version lui-même hyperbolique du malin génie , car , ce que celui-ci ne pouvoir inclure , ce être le instinct de vérité . Or ce être luire qui maintenant devenir « énigmatique » . le malin génie si avérer ici plus malin que le Cogito . quant à le philosophie propre de Nietzsche , ou bien lui si excepter lui-même dece règn universel de le Verstellung - mais par quel ruse supérieur échapper - lui au sophisme du menteur ? - , ou bien lui yu succomb - mais alors comment justifier le ton de révélation sur lequel être proclamer le volonté de puissance , le surhomme et le retour étemel du même ? ce dilemme , qui ne paraître pas avoir empêcher Nietzsche de penser et de écrire , être devenir celui de son commentateur partagé en deux camp : le fidèle et le ironistes1 .
41|ce qui venir de être appeler réduction tropologique2 constituer un clé fort utile pour interpréter le critique frontal du Cogito qui se ht dan le fragment du nachlas éparpiller entrer 1882 et 18843 . il aller sans dire que le choix un fragment dont le frappe anli - Cogito être le plus manifeste , ne lever que un coin du voil jeter sur ce gigantesque chantier où le critique du christianisme voisin avec le élaboration un thème énigmatique de le volonté de puissance , du surhomme et de le étemel retour . Mais le sélection sévère ici pratiquer être fidèle à mon propos qui être de montrer dan Vanù - Cogito de nietzsche non pas le inverse du Cogito cartésien , mais le destruction de le question même à lequel le Cogito être censé apporter un réponse absolu .
42|En dépit du caractère fragmentaire de ce aahorisme dirigé contrer le Cogito , le constellation que il dessiner permettre de yu voir le rigoureux exercice de un doute hyperbolique dont Nietzsche lui-même être le malin génie . ainsi ce fragment de novembre 1887-mars 18884 : « il retien flch halter ] le phénoménalité également du monde intérieur : tout ce qui nous devenir conscient être
43|! . le commentateur français se ranger plutôt dan le second camp , accompagner par Paul de Man dan son essai « Rhetoric of trope » ( in Allégories offending , new Haven . Londres , Vale University Press . 1979 , p. 103 - 118 ) .
44|"de un bouillir à le autre préalablement arranger , simplifier , schématiser , interpréter - le processus réel de le "" perception "" interne , Yen - chaînement causal entrer le pensée , le sentiment , le convoitise , comme celui entrer le sujet et le objet , nous être absolument cacher - et peut-être pur imagination . »"
